City,Country,Procedure,Clinic_Name,Address,Phone,Email,Website,Price_USD_Low,Price_USD_High,Currency,Special_Notes,Certifications,Year_Established,Procedures_Per_Year,Success_Rate,Languages,Package_Includes
Phoenix,USA,Gastric Bypass,Phoenix Bariatric Center,"Phoenix, USA",,,,22500,32500,USD,,,,,,English,
Philadelphia,USA,Gastric Bypass,Philadelphia Bariatric Center,"Philadelphia, USA",,,,22500,32500,USD,,,,,,English,
San Antonio,USA,Gastric Bypass,San Antonio Bariatric Center,"San Antonio, USA",,,,22500,32500,USD,,,,,,English,
San Diego,USA,Gastric Bypass,San Diego Bariatric Center,"San Diego, USA",,,,22500,32500,USD,,,,,,English,
Dallas,USA,Gastric Bypass,Dallas Bariatric Center,"Dallas, USA",,,,22500,32500,USD,,,,,,English,
San Jose,USA,Gastric Bypass,San Jose Bariatric Center,"San Jose, USA",,,,22500,32500,USD,,,,,,English,
Austin,USA,Gastric Bypass,Austin Bariatric Center,"Austin, USA",,,,22500,32500,USD,,,,,,English,
Jacksonville,USA,Gastric Bypass,Jacksonville Bariatric Center,"Jacksonville, USA",,,,22500,32500,USD,,,,,,English,
Rio de Janeiro,Brazil,Gastric Bypass,Rio de Janeiro Bariatric Center,"Rio de Janeiro, Brazil",,,,9900,14300,USD,,,,,,English,
Toronto,Canada,Gastric Bypass,Toronto Bariatric Center,"Toronto, Canada",,,,16200,23400,USD,,,,,,English,
Vancouver,Canada,Gastric Bypass,Vancouver Bariatric Center,"Vancouver, Canada",,,,16200,23400,USD,,,,,,English,
Buenos Aires,Argentina,Gastric Bypass,Buenos Aires Bariatric Center,"Buenos Aires, Argentina",,,,9900,14300,USD,,,,,,English,
Sydney,Australia,Gastric Bypass,Sydney Bariatric Center,"Sydney, Australia",,,,18000,26000,USD,,,,,,English,
Melbourne,Australia,Gastric Bypass,Melbourne Bariatric Center,"Melbourne, Australia",,,,18000,26000,USD,,,,,,English,
Shanghai,China,Gastric Bypass,Shanghai Bariatric Center,"Shanghai, China",,,,11700,16900,USD,,,,,,English,
Taipei,Taiwan,Gastric Bypass,Taipei Bariatric Center,"Taipei, Taiwan",,,,10800,15600,USD,,,,,,English,
Moscow,Russia,Gastric Bypass,Moscow Bariatric Center,"Moscow, Russia",,,,7200,10400,USD,,,,,,English,
Almaty,Kazakhstan,Gastric Bypass,Almaty Bariatric Center,"Almaty, Kazakhstan",,,,6300,9100,USD,,,,,,English,
Vienna,Austria,Gastric Bypass,Vienna Bariatric Center,"Vienna, Austria",,,,13500,19500,USD,,,,,,English,
Brussels,Belgium,Gastric Bypass,Brussels Bariatric Center,"Brussels, Belgium",,,,13500,19500,USD,,,,,,English,
Sofia,Bulgaria,Gastric Bypass,Sofia Bariatric Center,"Sofia, Bulgaria",,,,8100,11700,USD,,,,,,English,
Zagreb,Croatia,Gastric Bypass,Zagreb Bariatric Center,"Zagreb, Croatia",,,,8100,11700,USD,,,,,,English,
Copenhagen,Denmark,Gastric Bypass,Copenhagen Bariatric Center,"Copenhagen, Denmark",,,,13500,19500,USD,,,,,,English,
Tallinn,Estonia,Gastric Bypass,Tallinn Bariatric Center,"Tallinn, Estonia",,,,8100,11700,USD,,,,,,English,
Helsinki,Finland,Gastric Bypass,Helsinki Bariatric Center,"Helsinki, Finland",,,,13500,19500,USD,,,,,,English,
Berlin,Germany,Gastric Bypass,Berlin Bariatric Center,"Berlin, Germany",,,,13500,19500,USD,,,,,,English,
Athens,Greece,Gastric Bypass,Athens Bariatric Center,"Athens, Greece",,,,8100,11700,USD,,,,,,English,
Dublin,Ireland,Gastric Bypass,Dublin Bariatric Center,"Dublin, Ireland",,,,13500,19500,USD,,,,,,English,
Rome,Italy,Gastric Bypass,Rome Bariatric Center,"Rome, Italy",,,,8100,11700,USD,,,,,,English,
Riga,Latvia,Gastric Bypass,Riga Bariatric Center,"Riga, Latvia",,,,8100,11700,USD,,,,,,English,
Vilnius,Lithuania,Gastric Bypass,Vilnius Bariatric Center,"Vilnius, Lithuania",,,,8100,11700,USD,,,,,,English,
Luxembourg,Luxembourg,Gastric Bypass,Luxembourg Bariatric Center,"Luxembourg, Luxembourg",,,,13500,19500,USD,,,,,,English,
Amsterdam,Netherlands,Gastric Bypass,Amsterdam Bariatric Center,"Amsterdam, Netherlands",,,,13500,19500,USD,,,,,,English,
Lisbon,Portugal,Gastric Bypass,Lisbon Bariatric Center,"Lisbon, Portugal",,,,8100,11700,USD,,,,,,English,
Bucharest,Romania,Gastric Bypass,Bucharest Bariatric Center,"Bucharest, Romania",,,,8100,11700,USD,,,,,,English,
Bratislava,Slovakia,Gastric Bypass,Bratislava Bariatric Center,"Bratislava, Slovakia",,,,8100,11700,USD,,,,,,English,
Ljubljana,Slovenia,Gastric Bypass,Ljubljana Bariatric Center,"Ljubljana, Slovenia",,,,8100,11700,USD,,,,,,English,
Stockholm,Sweden,Gastric Bypass,Stockholm Bariatric Center,"Stockholm, Sweden",,,,13500,19500,USD,,,,,,English,
Zurich,Switzerland,Gastric Bypass,Zurich Bariatric Center,"Zurich, Switzerland",,,,13500,19500,USD,,,,,,English,
Chicago,USA,Dental Implant,Chicago Dental Center,"Chicago, USA",,,,3000,6250,USD,,,,,,English,
Houston,USA,Dental Implant,Houston Dental Center,"Houston, USA",,,,3000,6250,USD,,,,,,English,
Phoenix,USA,Dental Implant,Phoenix Dental Center,"Phoenix, USA",,,,3000,6250,USD,,,,,,English,
Philadelphia,USA,Dental Implant,Philadelphia Dental Center,"Philadelphia, USA",,,,3000,6250,USD,,,,,,English,
San Antonio,USA,Dental Implant,San Antonio Dental Center,"San Antonio, USA",,,,3000,6250,USD,,,,,,English,
San Diego,USA,Dental Implant,San Diego Dental Center,"San Diego, USA",,,,3000,6250,USD,,,,,,English,
Dallas,USA,Dental Implant,Dallas Dental Center,"Dallas, USA",,,,3000,6250,USD,,,,,,English,
San Jose,USA,Dental Implant,San Jose Dental Center,"San Jose, USA",,,,3000,6250,USD,,,,,,English,
Austin,USA,Dental Implant,Austin Dental Center,"Austin, USA",,,,3000,6250,USD,,,,,,English,
Jacksonville,USA,Dental Implant,Jacksonville Dental Center,"Jacksonville, USA",,,,3000,6250,USD,,,,,,English,
Rio de Janeiro,Brazil,Dental Implant,Rio de Janeiro Dental Center,"Rio de Janeiro, Brazil",,,,1320,2750,USD,,,,,,English,
Toronto,Canada,Dental Implant,Toronto Dental Center,"Toronto, Canada",,,,2160,4500,USD,,,,,,English,
Vancouver,Canada,Dental Implant,Vancouver Dental Center,"Vancouver, Canada",,,,2160,4500,USD,,,,,,English,
Buenos Aires,Argentina,Dental Implant,Buenos Aires Dental Center,"Buenos Aires, Argentina",,,,1320,2750,USD,,,,,,English,
Sydney,Australia,Dental Implant,Sydney Dental Center,"Sydney, Australia",,,,2400,5000,USD,,,,,,English,
Melbourne,Australia,Dental Implant,Melbourne Dental Center,"Melbourne, Australia",,,,2400,5000,USD,,,,,,English,
Shanghai,China,Dental Implant,Shanghai Dental Center,"Shanghai, China",,,,1560,3250,USD,,,,,,English,
Taipei,Taiwan,Dental Implant,Taipei Dental Center,"Taipei, Taiwan",,,,1440,3000,USD,,,,,,English,
Moscow,Russia,Dental Implant,Moscow Dental Center,"Moscow, Russia",,,,960,2000,USD,,,,,,English,
Almaty,Kazakhstan,Dental Implant,Almaty Dental Center,"Almaty, Kazakhstan",,,,840,1750,USD,,,,,,English,
Vienna,Austria,Dental Implant,Vienna Dental Center,"Vienna, Austria",,,,1800,3750,USD,,,,,,English,
Brussels,Belgium,Dental Implant,Brussels Dental Center,"Brussels, Belgium",,,,1800,3750,USD,,,,,,English,
Sofia,Bulgaria,Dental Implant,Sofia Dental Center,"Sofia, Bulgaria",,,,1080,2250,USD,,,,,,English,
Zagreb,Croatia,Dental Implant,Zagreb Dental Center,"Zagreb, Croatia",,,,1080,2250,USD,,,,,,English,
Copenhagen,Denmark,Dental Implant,Copenhagen Dental Center,"Copenhagen, Denmark",,,,1800,3750,USD,,,,,,English,
Tallinn,Estonia,Dental Implant,Tallinn Dental Center,"Tallinn, Estonia",,,,1080,2250,USD,,,,,,English,
Helsinki,Finland,Dental Implant,Helsinki Dental Center,"Helsinki, Finland",,,,1800,3750,USD,,,,,,English,
Berlin,Germany,Dental Implant,Berlin Dental Center,"Berlin, Germany",,,,1800,3750,USD,,,,,,English,
Athens,Greece,Dental Implant,Athens Dental Center,"Athens, Greece",,,,1080,2250,USD,,,,,,English,
Dublin,Ireland,Dental Implant,Dublin Dental Center,"Dublin, Ireland",,,,1800,3750,USD,,,,,,English,
Rome,Italy,Dental Implant,Rome Dental Center,"Rome, Italy",,,,1080,2250,USD,,,,,,English,
Riga,Latvia,Dental Implant,Riga Dental Center,"Riga, Latvia",,,,1080,2250,USD,,,,,,English,
Vilnius,Lithuania,Dental Implant,Vilnius Dental Center,"Vilnius, Lithuania",,,,1080,2250,USD,,,,,,English,
Luxembourg,Luxembourg,Dental Implant,Luxembourg Dental Center,"Luxembourg, Luxembourg",,,,1800,3750,USD,,,,,,English,
Amsterdam,Netherlands,Dental Implant,Amsterdam Dental Center,"Amsterdam, Netherlands",,,,1800,3750,USD,,,,,,English,
Lisbon,Portugal,Dental Implant,Lisbon Dental Center,"Lisbon, Portugal",,,,1080,2250,USD,,,,,,English,
Bucharest,Romania,Dental Implant,Bucharest Dental Center,"Bucharest, Romania",,,,1080,2250,USD,,,,,,English,
Bratislava,Slovakia,Dental Implant,Bratislava Dental Center,"Bratislava, Slovakia",,,,1080,2250,USD,,,,,,English,
Ljubljana,Slovenia,Dental Implant,Ljubljana Dental Center,"Ljubljana, Slovenia",,,,1080,2250,USD,,,,,,English,
Stockholm,Sweden,Dental Implant,Stockholm Dental Center,"Stockholm, Sweden",,,,1800,3750,USD,,,,,,English,
Zurich,Switzerland,Dental Implant,Zurich Dental Center,"Zurich, Switzerland",,,,1800,3750,USD,,,,,,English,
Chicago,USA,Tummy Tuck,Chicago Plastic Surgery Center,"Chicago, USA",,,,10000,17500,USD,,,,,,English,
Houston,USA,Tummy Tuck,Houston Plastic Surgery Center,"Houston, USA",,,,10000,17500,USD,,,,,,English,
Phoenix,USA,Tummy Tuck,Phoenix Plastic Surgery Center,"Phoenix, USA",,,,10000,17500,USD,,,,,,English,
Philadelphia,USA,Tummy Tuck,Philadelphia Plastic Surgery Center,"Philadelphia, USA",,,,10000,17500,USD,,,,,,English,
San Antonio,USA,Tummy Tuck,San Antonio Plastic Surgery Center,"San Antonio, USA",,,,10000,17500,USD,,,,,,English,
San Diego,USA,Tummy Tuck,San Diego Plastic Surgery Center,"San Diego, USA",,,,10000,17500,USD,,,,,,English,
Dallas,USA,Tummy Tuck,Dallas Plastic Surgery Center,"Dallas, USA",,,,10000,17500,USD,,,,,,English,
Austin,USA,Tummy Tuck,Austin Plastic Surgery Center,"Austin, USA",,,,10000,17500,USD,,,,,,English,
Jacksonville,USA,Tummy Tuck,Jacksonville Plastic Surgery Center,"Jacksonville, USA",,,,10000,17500,USD,,,,,,English,
Rio de Janeiro,Brazil,Tummy Tuck,Rio de Janeiro Plastic Surgery Center,"Rio de Janeiro, Brazil",,,,4400,7700,USD,,,,,,English,
Toronto,Canada,Tummy Tuck,Toronto Plastic Surgery Center,"Toronto, Canada",,,,7200,12600,USD,,,,,,English,
Vancouver,Canada,Tummy Tuck,Vancouver Plastic Surgery Center,"Vancouver, Canada",,,,7200,12600,USD,,,,,,English,
Buenos Aires,Argentina,Tummy Tuck,Buenos Aires Plastic Surgery Center,"Buenos Aires, Argentina",,,,4400,7700,USD,,,,,,English,
Sydney,Australia,Tummy Tuck,Sydney Plastic Surgery Center,"Sydney, Australia",,,,8000,14000,USD,,,,,,English,
Melbourne,Australia,Tummy Tuck,Melbourne Plastic Surgery Center,"Melbourne, Australia",,,,8000,14000,USD,,,,,,English,
Shanghai,China,Tummy Tuck,Shanghai Plastic Surgery Center,"Shanghai, China",,,,5200,9100,USD,,,,,,English,
Taipei,Taiwan,Tummy Tuck,Taipei Plastic Surgery Center,"Taipei, Taiwan",,,,4800,8400,USD,,,,,,English,
Moscow,Russia,Tummy Tuck,Moscow Plastic Surgery Center,"Moscow, Russia",,,,3200,5600,USD,,,,,,English,
Almaty,Kazakhstan,Tummy Tuck,Almaty Plastic Surgery Center,"Almaty, Kazakhstan",,,,2800,4900,USD,,,,,,English,
Vienna,Austria,Tummy Tuck,Vienna Plastic Surgery Center,"Vienna, Austria",,,,6000,10500,USD,,,,,,English,
Brussels,Belgium,Tummy Tuck,Brussels Plastic Surgery Center,"Brussels, Belgium",,,,6000,10500,USD,,,,,,English,
Sofia,Bulgaria,Tummy Tuck,Sofia Plastic Surgery Center,"Sofia, Bulgaria",,,,3600,6300,USD,,,,,,English,
Zagreb,Croatia,Tummy Tuck,Zagreb Plastic Surgery Center,"Zagreb, Croatia",,,,3600,6300,USD,,,,,,English,
Copenhagen,Denmark,Tummy Tuck,Copenhagen Plastic Surgery Center,"Copenhagen, Denmark",,,,6000,10500,USD,,,,,,English,
Tallinn,Estonia,Tummy Tuck,Tallinn Plastic Surgery Center,"Tallinn, Estonia",,,,3600,6300,USD,,,,,,English,
Helsinki,Finland,Tummy Tuck,Helsinki Plastic Surgery Center,"Helsinki, Finland",,,,6000,10500,USD,,,,,,English,
Berlin,Germany,Tummy Tuck,Berlin Plastic Surgery Center,"Berlin, Germany",,,,6000,10500,USD,,,,,,English,
Athens,Greece,Tummy Tuck,Athens Plastic Surgery Center,"Athens, Greece",,,,3600,6300,USD,,,,,,English,
Dublin,Ireland,Tummy Tuck,Dublin Plastic Surgery Center,"Dublin, Ireland",,,,6000,10500,USD,,,,,,English,
Rome,Italy,Tummy Tuck,Rome Plastic Surgery Center,"Rome, Italy",,,,3600,6300,USD,,,,,,English,
Riga,Latvia,Tummy Tuck,Riga Plastic Surgery Center,"Riga, Latvia",,,,3600,6300,USD,,,,,,English,
Vilnius,Lithuania,Tummy Tuck,Vilnius Plastic Surgery Center,"Vilnius, Lithuania",,,,3600,6300,USD,,,,,,English,
Luxembourg,Luxembourg,Tummy Tuck,Luxembourg Plastic Surgery Center,"Luxembourg, Luxembourg",,,,6000,10500,USD,,,,,,English,
Amsterdam,Netherlands,Tummy Tuck,Amsterdam Plastic Surgery Center,"Amsterdam, Netherlands",,,,6000,10500,USD,,,,,,English,
Lisbon,Portugal,Tummy Tuck,Lisbon Plastic Surgery Center,"Lisbon, Portugal",,,,3600,6300,USD,,,,,,English,
Bucharest,Romania,Tummy Tuck,Bucharest Plastic Surgery Center,"Bucharest, Romania",,,,3600,6300,USD,,,,,,English,
Bratislava,Slovakia,Tummy Tuck,Bratislava Plastic Surgery Center,"Bratislava, Slovakia",,,,3600,6300,USD,,,,,,English,
Ljubljana,Slovenia,Tummy Tuck,Ljubljana Plastic Surgery Center,"Ljubljana, Slovenia",,,,3600,6300,USD,,,,,,English,
Stockholm,Sweden,Tummy Tuck,Stockholm Plastic Surgery Center,"Stockholm, Sweden",,,,6000,10500,USD,,,,,,English,
Zurich,Switzerland,Tummy Tuck,Zurich Plastic Surgery Center,"Zurich, Switzerland",,,,6000,10500,USD,,,,,,English,
Chicago,USA,Breast Augmentation,Chicago Plastic Surgery Center,"Chicago, USA",,,,8750,17500,USD,,,,,,English,
Houston,USA,Breast Augmentation,Houston Plastic Surgery Center,"Houston, USA",,,,8750,17500,USD,,,,,,English,
Phoenix,USA,Breast Augmentation,Phoenix Plastic Surgery Center,"Phoenix, USA",,,,8750,17500,USD,,,,,,English,
Philadelphia,USA,Breast Augmentation,Philadelphia Plastic Surgery Center,"Philadelphia, USA",,,,8750,17500,USD,,,,,,English,
San Antonio,USA,Breast Augmentation,San Antonio Plastic Surgery Center,"San Antonio, USA",,,,8750,17500,USD,,,,,,English,
San Diego,USA,Breast Augmentation,San Diego Plastic Surgery Center,"San Diego, USA",,,,8750,17500,USD,,,,,,English,
Dallas,USA,Breast Augmentation,Dallas Plastic Surgery Center,"Dallas, USA",,,,8750,17500,USD,,,,,,English,
San Jose,USA,Breast Augmentation,San Jose Plastic Surgery Center,"San Jose, USA",,,,8750,17500,USD,,,,,,English,
Austin,USA,Breast Augmentation,Austin Plastic Surgery Center,"Austin, USA",,,,8750,17500,USD,,,,,,English,
Jacksonville,USA,Breast Augmentation,Jacksonville Plastic Surgery Center,"Jacksonville, USA",,,,8750,17500,USD,,,,,,English,
Rio de Janeiro,Brazil,Breast Augmentation,Rio de Janeiro Plastic Surgery Center,"Rio de Janeiro, Brazil",,,,3850,7700,USD,,,,,,English,
Toronto,Canada,Breast Augmentation,Toronto Plastic Surgery Center,"Toronto, Canada",,,,6300,12600,USD,,,,,,English,
Vancouver,Canada,Breast Augmentation,Vancouver Plastic Surgery Center,"Vancouver, Canada",,,,6300,12600,USD,,,,,,English,
Buenos Aires,Argentina,Breast Augmentation,Buenos Aires Plastic Surgery Center,"Buenos Aires, Argentina",,,,3850,7700,USD,,,,,,English,
Sydney,Australia,Breast Augmentation,Sydney Plastic Surgery Center,"Sydney, Australia",,,,7000,14000,USD,,,,,,English,
Melbourne,Australia,Breast Augmentation,Melbourne Plastic Surgery Center,"Melbourne, Australia",,,,7000,14000,USD,,,,,,English,
Shanghai,China,Breast Augmentation,Shanghai Plastic Surgery Center,"Shanghai, China",,,,4550,9100,USD,,,,,,English,
Taipei,Taiwan,Breast Augmentation,Taipei Plastic Surgery Center,"Taipei, Taiwan",,,,4200,8400,USD,,,,,,English,
Moscow,Russia,Breast Augmentation,Moscow Plastic Surgery Center,"Moscow, Russia",,,,2800,5600,USD,,,,,,English,
Almaty,Kazakhstan,Breast Augmentation,Almaty Plastic Surgery Center,"Almaty, Kazakhstan",,,,2450,4900,USD,,,,,,English,
Vienna,Austria,Breast Augmentation,Vienna Plastic Surgery Center,"Vienna, Austria",,,,5250,10500,USD,,,,,,English,
Brussels,Belgium,Breast Augmentation,Brussels Plastic Surgery Center,"Brussels, Belgium",,,,5250,10500,USD,,,,,,English,
Sofia,Bulgaria,Breast Augmentation,Sofia Plastic Surgery Center,"Sofia, Bulgaria",,,,3150,6300,USD,,,,,,English,
Zagreb,Croatia,Breast Augmentation,Zagreb Plastic Surgery Center,"Zagreb, Croatia",,,,3150,6300,USD,,,,,,English,
Copenhagen,Denmark,Breast Augmentation,Copenhagen Plastic Surgery Center,"Copenhagen, Denmark",,,,5250,10500,USD,,,,,,English,
Tallinn,Estonia,Breast Augmentation,Tallinn Plastic Surgery Center,"Tallinn, Estonia",,,,3150,6300,USD,,,,,,English,
Helsinki,Finland,Breast Augmentation,Helsinki Plastic Surgery Center,"Helsinki, Finland",,,,5250,10500,USD,,,,,,English,
Berlin,Germany,Breast Augmentation,Berlin Plastic Surgery Center,"Berlin, Germany",,,,5250,10500,USD,,,,,,English,
Athens,Greece,Breast Augmentation,Athens Plastic Surgery Center,"Athens, Greece",,,,3150,6300,USD,,,,,,English,
Dublin,Ireland,Breast Augmentation,Dublin Plastic Surgery Center,"Dublin, Ireland",,,,5250,10500,USD,,,,,,English,
Rome,Italy,Breast Augmentation,Rome Plastic Surgery Center,"Rome, Italy",,,,3150,6300,USD,,,,,,English,
Riga,Latvia,Breast Augmentation,Riga Plastic Surgery Center,"Riga, Latvia",,,,3150,6300,USD,,,,,,English,
Vilnius,Lithuania,Breast Augmentation,Vilnius Plastic Surgery Center,"Vilnius, Lithuania",,,,3150,6300,USD,,,,,,English,
Luxembourg,Luxembourg,Breast Augmentation,Luxembourg Plastic Surgery Center,"Luxembourg, Luxembourg",,,,5250,10500,USD,,,,,,English,
Amsterdam,Netherlands,Breast Augmentation,Amsterdam Plastic Surgery Center,"Amsterdam, Netherlands",,,,5250,10500,USD,,,,,,English,
Lisbon,Portugal,Breast Augmentation,Lisbon Plastic Surgery Center,"Lisbon, Portugal",,,,3150,6300,USD,,,,,,English,
Bucharest,Romania,Breast Augmentation,Bucharest Plastic Surgery Center,"Bucharest, Romania",,,,3150,6300,USD,,,,,,English,
Bratislava,Slovakia,Breast Augmentation,Bratislava Plastic Surgery Center,"Bratislava, Slovakia",,,,3150,6300,USD,,,,,,English,
Ljubljana,Slovenia,Breast Augmentation,Ljubljana Plastic Surgery Center,"Ljubljana, Slovenia",,,,3150,6300,USD,,,,,,English,
Stockholm,Sweden,Breast Augmentation,Stockholm Plastic Surgery Center,"Stockholm, Sweden",,,,5250,10500,USD,,,,,,English,
Zurich,Switzerland,Breast Augmentation,Zurich Plastic Surgery Center,"Zurich, Switzerland",,,,5250,10500,USD,,,,,,English,
Ho Chi Minh City,Vietnam,Botox,Ho Chi Minh City Aesthetics Clinic,"Ho Chi Minh City, Vietnam",,,,100,300,USD,,,,,,English,
Kuala Lumpur,Malaysia,Botox,Kuala Lumpur Aesthetics Clinic,"Kuala Lumpur, Malaysia",,,,100,300,USD,,,,,,English,
Delhi,India,Botox,Delhi Aesthetics Clinic,"Delhi, India",,,,50,200,USD,,,,,,English,
Mumbai,India,Botox,Mumbai Aesthetics Clinic,"Mumbai, India",,,,50,200,USD,,,,,,English,
Mexico City,Mexico,Botox,Mexico City Aesthetics Clinic,"Mexico City, Mexico",,,,200,400,USD,,,,,,English,
Medellín,Colombia,Botox,Medellín Aesthetics Clinic,"Medellín, Colombia",,,,100,300,USD,,,,,,English,
Bogotá,Colombia,Botox,Bogotá Aesthetics Clinic,"Bogotá, Colombia",,,,100,300,USD,,,,,,English,
Prague,Czech Republic,Botox,Prague Aesthetics Clinic,"Prague, Czech Republic",,,,120,350,USD,,,,,,English,
Budapest,Hungary,Botox,Budapest Aesthetics Clinic,"Budapest, Hungary",,,,90,250,USD,,,,,,English,
Warsaw,Poland,Botox,Warsaw Aesthetics Clinic,"Warsaw, Poland",,,,100,300,USD,,,,,,English,
Tokyo,Japan,Botox,Tokyo Aesthetics Clinic,"Tokyo, Japan",,,,250,600,USD,,,,,,English,
Barcelona,Spain,Botox,Barcelona Aesthetics Clinic,"Barcelona, Spain",,,,150,350,USD,,,,,,English,
London,UK,Botox,London Aesthetics Clinic,"London, UK",,,,100,300,USD,,,,,,English,
Paris,France,Botox,Paris Aesthetics Clinic,"Paris, France",,,,180,450,USD,,,,,,English,
Los Angeles,USA,Botox,Los Angeles Aesthetics Clinic,"Los Angeles, USA",,,,100,300,USD,,,,,,English,
New York City,USA,Botox,New York City Aesthetics Clinic,"New York City, USA",,,,100,300,USD,,,,,,English,
Chicago,USA,Botox,Chicago Aesthetics Clinic,"Chicago, USA",,,,100,300,USD,,,,,,English,
Houston,USA,Botox,Houston Aesthetics Clinic,"Houston, USA",,,,100,300,USD,,,,,,English,
Phoenix,USA,Botox,Phoenix Aesthetics Clinic,"Phoenix, USA",,,,100,300,USD,,,,,,English,
Philadelphia,USA,Botox,Philadelphia Aesthetics Clinic,"Philadelphia, USA",,,,100,300,USD,,,,,,English,
San Antonio,USA,Botox,San Antonio Aesthetics Clinic,"San Antonio, USA",,,,100,300,USD,,,,,,English,
San Diego,USA,Botox,San Diego Aesthetics Clinic,"San Diego, USA",,,,100,300,USD,,,,,,English,
Dallas,USA,Botox,Dallas Aesthetics Clinic,"Dallas, USA",,,,100,300,USD,,,,,,English,
San Jose,USA,Botox,San Jose Aesthetics Clinic,"San Jose, USA",,,,100,300,USD,,,,,,English,
Austin,USA,Botox,Austin Aesthetics Clinic,"Austin, USA",,,,100,300,USD,,,,,,English,
Jacksonville,USA,Botox,Jacksonville Aesthetics Clinic,"Jacksonville, USA",,,,100,300,USD,,,,,,English,
Rio de Janeiro,Brazil,Botox,Rio de Janeiro Aesthetics Clinic,"Rio de Janeiro, Brazil",,,,100,300,USD,,,,,,English,
Toronto,Canada,Botox,Toronto Aesthetics Clinic,"Toronto, Canada",,,,250,600,USD,,,,,,English,
Vancouver,Canada,Botox,Vancouver Aesthetics Clinic,"Vancouver, Canada",,,,250,600,USD,,,,,,English,
Buenos Aires,Argentina,Botox,Buenos Aires Aesthetics Clinic,"Buenos Aires, Argentina",,,,120,350,USD,,,,,,English,
